name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Flavobacterium dauae	1563479	S	20	11	31	0.00000
Flavobacterium pallidum	2172098	S	16	1	17	0.00000
Flavobacterium alkalisoli	2602769	S	15	1	16	0.00000
Flavobacterium kingsejongi	1678728	S	14	4	18	0.00000
Flavobacterium columnare	996	S	10	17	27	0.00000
Christiangramia sp. OXR-203	3100176	S	52	28	80	0.00001
Gramella sp. MAR_2010_147	1250205	S	31	5	36	0.00000
Christiangramia fulva	2126553	S	67	9	76	0.00001
Christiangramia flava	1486245	S	23	8	31	0.00000
Myroides sp. A21	1583100	S	30	84	114	0.00001
Tenacibaculum jejuense	584609	S	39	12	51	0.00000
Capnocytophaga gingivalis	1017	S	19	3	22	0.00000
Capnocytophaga sp. oral taxon 878	1316596	S	10	9	19	0.00000
Capnocytophaga endodontalis	2708117	S	14	17	31	0.00000
Capnocytophaga haemolytica	45243	S	10	1	11	0.00000
Aequorivita sp. H23M31	2494375	S	35	35	70	0.00001
Nonlabens sp. Hel1_33_55	1336802	S	45	12	57	0.00000
Formosa sediminum	2594004	S	51	19	70	0.00001
Formosa agariphila	320324	S	14	4	18	0.00000
Robiginitalea biformata	252307	S	67	2	69	0.00001
Muricauda sp. SCSIO 64092	2908842	S	11	0	11	0.00000
Allomuricauda lutaonensis	516051	S	19	6	25	0.00000
Allomuricauda oceani	2698672	S	14	7	21	0.00000
Antarcticibacterium flavum	2058175	S	38	11	49	0.00000
Antarcticibacterium sp. 1MA-6-2	2908210	S	11	1	12	0.00000
Maribacter sp. Hal144	2980554	S	32	2	34	0.00000
Zobellia galactanivorans	63186	S	18	1	19	0.00000
Zobellia laminariae	248906	S	12	1	13	0.00000
Aquimarina sp. BL5	1714860	S	10	2	12	0.00000
Aestuariibaculum sp. YM273	3070659	S	17	5	22	0.00000
Aureibaculum algae	2584122	S	18	3	21	0.00000
Gilvibacter sp. SZ-19	754429	S	15	7	22	0.00000
Candidatus Arcticimaribacter forsetii	2820661	S	13	2	15	0.00000
Mariniflexile sp. TRM1-10	2027857	S	13	3	16	0.00000
Hwangdonia sp. SCSIO 19198	3075823	S	12	5	17	0.00000
Lutimonas sp. YSD2104	3060215	S	12	0	12	0.00000
Zhouia spongiae	2202721	S	11	3	14	0.00000
Chryseobacterium camelliae	1265445	S	197	46	243	0.00002
Chryseobacterium sp. G0162	2487063	S	14	22	36	0.00000
Chryseobacterium sp. JJR-5R	3093923	S	11	2	13	0.00000
Chryseobacterium oryzae	2929799	S	24	10	34	0.00000
Chryseobacterium indologenes	253	S	22	8	30	0.00000
Epilithonimonas vandammei	2487072	S	13	24	37	0.00000
Elizabethkingia bruuniana	1756149	S	62	43	105	0.00001
Riemerella anatipestifer	34085	S	87	13	100	0.00001
Cruoricaptor ignavus	1118202	S	27	4	31	0.00000
Ornithobacterium rhinotracheale	28251	S	21	3	24	0.00000
Marnyiella aurantia	2758037	S	14	3	17	0.00000
Blattabacterium cuenoti	1653831	S	75	11	86	0.00001
Fluviicola taffensis	191579	S	21	1	22	0.00000
Mucilaginibacter mali	2740462	S	79	4	83	0.00001
Mucilaginibacter sp. 5C4	3048589	S	44	3	47	0.00000
Mucilaginibacter daejeonensis	398049	S	58	3	61	0.00000
Mucilaginibacter gotjawali	1550579	S	21	1	22	0.00000
Mucilaginibacter jinjuensis	1176721	S	16	1	17	0.00000
Mucilaginibacter paludis	423351	S	15	0	15	0.00000
Mucilaginibacter ginsenosidivorans	398053	S	14	0	14	0.00000
Mucilaginibacter xinganensis	1234841	S	12	0	12	0.00000
Mucilaginibacter gossypii	551996	S	11	165	176	0.00001
Pedobacter roseus	336820	S	68	92	160	0.00001
Pedobacter sp. G11	2482728	S	30	11	41	0.00000
Pedobacter sp.	1411316	S	11	3	14	0.00000
Pedobacter schmidteae	2201271	S	13	3	16	0.00000
Pedobacter steynii	430522	S	10	2	12	0.00000
Sphingobacterium sp. DR205	2713573	S	14	0	14	0.00000
Sphingobacterium thalpophilum	259	S	44	5	49	0.00000
Sphingobacterium spiritivorum	258	S	24	2	26	0.00000
Sphingobacterium multivorum	28454	S	18	14	32	0.00000
Sphingobacterium daejeonense	371142	S	11	0	11	0.00000
Solitalea lacus	2911172	S	38	2	40	0.00000
Olivibacter sp. LS-1	2592345	S	22	0	22	0.00000
Chitinophaga alhagiae	2203219	S	86	4	90	0.00001
Chitinophaga sp. XS-30	2604421	S	43	2	45	0.00000
Chitinophaga sp. HK235	2952571	S	40	5	45	0.00000
Chitinophaga horti	2920382	S	83	8	91	0.00001
Chitinophaga oryzae	2725414	S	43	5	48	0.00000
Chitinophaga filiformis	104663	S	35	5	40	0.00000
Chitinophaga sancti	1004	S	17	18	35	0.00000
Arachidicoccus soli	2341117	S	59	5	64	0.00000
Niabella soli	446683	S	46	4	50	0.00000
Niabella ginsenosidivorans	1176587	S	16	1	17	0.00000
Pseudobacter ginsenosidimutans	661488	S	52	5	57	0.00000
Paraflavitalea soli	2315862	S	14	11	25	0.00000
Flavisolibacter ginsenosidimutans	661481	S	23	1	24	0.00000
Flavihumibacter fluvii	2838157	S	18	0	18	0.00000
Pseudocnuella soli	2502779	S	19	2	21	0.00000
Longitalea sp. SCSIO 12813	3069118	S	15	0	15	0.00000
Niastella koreensis	354356	S	13	1	14	0.00000
Thermoflavifilum sp.	1968839	S	12	0	12	0.00000
Saprospira sp. CCB-QB6	3023936	S	38	0	38	0.00000
Aureispira sp. CCB-E	3051121	S	19	5	24	0.00000
Candidatus Sulfidibacterium hydrothermale	2875962	S	53	0	53	0.00000
Chlorobium limicola	1092	S	71	4	75	0.00001
Chlorobium phaeovibrioides	1094	S	24	3	27	0.00000
Pelodictyon luteolum	1100	S	50	8	58	0.00000
Pelodictyon phaeoclathratiforme	34090	S	20	0	20	0.00000
Chlorobaculum limnaeum	274537	S	48	6	54	0.00000
Chlorobaculum sp. MV4-Y	2976335	S	43	8	51	0.00000
Chlorobaculum parvum	274539	S	34	4	38	0.00000
Chlorobaculum tepidum	1097	S	21	4	25	0.00000
Prosthecochloris sp. GSB1	281093	S	51	3	54	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	32	3	35	0.00000
Prosthecochloris sp. CIB 2401	1868325	S	16	4	20	0.00000
Prosthecochloris sp. SCSIO W1103	2992244	S	11	9	20	0.00000
Prosthecochloris aestuarii	1102	S	18	1	19	0.00000
Salinibacter ruber	146919	S	121	1	122	0.00001
Rhodothermus marinus	29549	S	63	1	64	0.00000
Rhodocaloribacter litoris	2558931	S	43	0	43	0.00000
Cyclonatronum proteinivorum	1457365	S	10	0	10	0.00000
Gemmatirosa kalamazoonensis	861299	S	65	3	68	0.00001
Gemmatimonas groenlandica	2732249	S	16	1	17	0.00000
Gemmatimonas aurantiaca	173480	S	14	1	15	0.00000
Fibrobacter succinogenes	833	S	100	0	100	0.00001
Candidatus Cloacimonas acidaminovorans	456827	S	87	0	87	0.00001
Akkermansia muciniphila	239935	S	213836	5853	219689	0.01655
Akkermansia glycaniphila	1679444	S	314	2	316	0.00002
Akkermansia massiliensis	2927224	S	187	130	317	0.00002
Akkermansia sp. N21116	3040764	S	40	0	40	0.00000
Verrucomicrobium sp. GAS474	1882831	S	136	3	139	0.00001
Verrucomicrobium spinosum	2736	S	72	2	74	0.00001
Luteolibacter sp. SL250	2995170	S	90	4	94	0.00001
Luteolibacter ambystomatis	2824561	S	46	1	47	0.00000
Luteolibacter luteus	2728835	S	38	1	39	0.00000
Roseimicrobium sp. ORNL1	2711231	S	44	1	45	0.00000
Sulfuriroseicoccus oceanibius	2707525	S	13	0	13	0.00000
Fontisphaera persica	2974023	S	82	0	82	0.00001
Lacunisphaera limnophila	1838286	S	161	22	183	0.00001
Opitutus sp. GAS368	1882749	S	119	17	136	0.00001
Opitutus terrae	107709	S	34	3	37	0.00000
Ereboglobus luteus	1796921	S	127	18	145	0.00001
Horticoccus luteus	2862869	S	119	7	126	0.00001
Nibricoccus aquaticus	2576891	S	51	5	56	0.00000
Coraliomargarita akajimensis	395922	S	40	33	73	0.00001
Coraliomargarita sp. J2-16	3092156	S	37	20	57	0.00000
Ruficoccus sp. ZRK36	2866311	S	90	52	142	0.00001
Methylacidimicrobium sp. B4	2796139	S	27	0	27	0.00000
Methylacidimicrobium sp. AP8	2730359	S	24	0	24	0.00000
Candidatus Methylacidiphilum fumarolicum	591154	S	13	1	14	0.00000
Stieleria maiorica	2795974	S	136	10	146	0.00001
Stieleria neptunia	2527979	S	80	2	82	0.00001
Bremerella sp. P1	3026424	S	66	1	67	0.00001
Bremerella volcania	2527984	S	30	0	30	0.00000
Rhodopirellula sp. P2	2127060	S	45	1	46	0.00000
Rhodopirellula baltica	265606	S	41	1	42	0.00000
Lignipirellula cremea	2528010	S	86	2	88	0.00001
Rosistilla carotiformis	2528017	S	29	2	31	0.00000
Rosistilla oblonga	2527990	S	27	2	29	0.00000
Anatilimnocola aggregata	2528021	S	51	1	52	0.00000
Blastopirellula sp. J2-11	2943192	S	32	0	32	0.00000
Roseimaritima ulvae	980254	S	11	0	11	0.00000
Roseimaritima multifibrata	1930274	S	11	0	11	0.00000
Mariniblastus fucicola	980251	S	11	0	11	0.00000
Pirellulimonas nuda	2528009	S	128	7	135	0.00001
Lacipirellula parvula	2650471	S	79	4	83	0.00001
Lacipirellula limnantheis	2528024	S	37	1	38	0.00000
Botrimarina mediterranea	2528022	S	60	2	62	0.00000
Bythopirellula goksoeyrii	1400387	S	17	0	17	0.00000
Aeoliella mucimassa	2527972	S	11	0	11	0.00000
Thermogutta terrifontis	1331910	S	12	0	12	0.00000
Gimesia chilikensis	2605989	S	62	70	132	0.00001
Gimesia fumaroli	2527976	S	51	16	67	0.00001
Gimesia algae	2527971	S	45	17	62	0.00000
Gimesia panareensis	2527978	S	17	3	20	0.00000
Gimesia alba	2527973	S	12	3	15	0.00000
Planctomyces sp. SH-PL62	1636152	S	138	51	189	0.00001
Planctomyces sp. SH-PL14	1632864	S	74	9	83	0.00001
Planctopirus ephydatiae	2528019	S	77	6	83	0.00001
Planctopirus limnophila	120	S	19	1	20	0.00000
Maioricimonas rarisocia	2528026	S	89	13	102	0.00001
Calycomorphotria hydatis	2528027	S	63	6	69	0.00001
Polystyrenella longa	2528007	S	39	3	42	0.00000
Symmachiella dynata	2527995	S	38	2	40	0.00000
Caulifigura coniformis	2527983	S	33	4	37	0.00000
Crateriforma conspicua	2527996	S	22	3	25	0.00000
Alienimonas californiensis	2527989	S	18	2	20	0.00000
Stratiformator vulcanicus	2527980	S	11	1	12	0.00000
Gemmata sp. SH-PL17	1630693	S	106	17	123	0.00001
Gemmata massiliana	1210884	S	91	13	104	0.00001
Gemmata obscuriglobus	114	S	48	4	52	0.00000
Limnoglobus roseus	2598579	S	95	5	100	0.00001
Urbifossiella limnaea	2528023	S	74	7	81	0.00001
Frigoriglobus tundricola	2774151	S	40	5	45	0.00000
Tuwongella immobilis	692036	S	28	0	28	0.00000
Telmatocola sphagniphila	1123043	S	14	0	14	0.00000
Aquisphaera giovannonii	406548	S	162	30	192	0.00001
Tautonia plasticadhaerens	2527974	S	143	18	161	0.00001
Singulisphaera acidiphila	466153	S	59	5	64	0.00000
Paludisphaera borealis	1387353	S	25	6	31	0.00000
Isosphaera pallida	128	S	13	0	13	0.00000
Humisphaera borealis	2807512	S	149	2	151	0.00001
Poriferisphaera corsica	2528020	S	49	0	49	0.00000
Phycisphaera mikurensis	547188	S	48	1	49	0.00000
Mucisphaera calidilacus	2527982	S	45	0	45	0.00000
Limihaloglobus sulfuriphilus	1851148	S	11	2	13	0.00000
Kiritimatiella glycovorans	1307763	S	204	12	216	0.00002
Tichowtungia aerotolerans	2697043	S	188	1	189	0.00001
Lentisphaera profundi	1658616	S	375	1	376	0.00003
Candidatus Velamenicoccus archaeovorus	1930593	S	103	0	103	0.00001
Chlamydia psittaci	83554	S	39	3	42	0.00000
Sutterella wadsworthensis	40545	S	29464	3389	32853	0.00248
Sutterella megalosphaeroides	2494234	S	5449	978	6427	0.00048
Sutterella faecalis	2584944	S	1310	167	1477	0.00011
Duodenibacillus massiliensis	1852381	S	1324	135	1459	0.00011
Turicimonas muris	1796652	S	123	8	131	0.00001
Oxalobacter aliiformigenes	2946593	S	10762	711	11473	0.00086
Oxalobacter vibrioformis	933080	S	43	1	44	0.00000
Oxalobacter formigenes	847	S	24	1	25	0.00000
Massilia sp. REN29	3068633	S	72	41	113	0.00001
Massilia sp. H6	2970464	S	66	23	89	0.00001
Massilia sp. erpn	2738142	S	47	75	122	0.00001
Massilia sp. R2A-15	3064278	S	39	21	60	0.00000
Massilia sp. LPB0304	2769491	S	26	11	37	0.00000
Massilia sp. WG5	1707785	S	23	13	36	0.00000
Massilia sp. YMA4	1593482	S	12	14	26	0.00000
Massilia sp. NP310	2861282	S	11	10	21	0.00000
Massilia putida	1141883	S	70	43	113	0.00001
Massilia violaceinigra	2045208	S	53	20	73	0.00001
Massilia forsythiae	2728020	S	37	16	53	0.00000
Massilia oculi	945844	S	22	17	39	0.00000
Massilia varians	457921	S	13	6	19	0.00000
Pseudoduganella flava	871742	S	74	34	108	0.00001
Pseudoduganella plicata	321984	S	51	26	77	0.00001
Pseudoduganella aquatica	2660641	S	45	23	68	0.00001
Pseudoduganella umbonata	864828	S	20	12	32	0.00000
Pseudoduganella chitinolytica	34070	S	19	14	33	0.00000
Pseudoduganella armeniaca	2072590	S	14	15	29	0.00000
Pseudoduganella sp. SL102	2995154	S	14	33	47	0.00000
Pseudoduganella lutea	321985	S	13	6	19	0.00000
Duganella dendranthematis	2728021	S	18	6	24	0.00000
Duganella zoogloeoides	75659	S	16	5	21	0.00000
Rugamonas sp. DEMB1	3039386	S	32	19	51	0.00000
Telluria mixta	34071	S	28	16	44	0.00000
Herbaspirillum rubrisubalbicans	80842	S	71	66	137	0.00001
Herbaspirillum frisingense	92645	S	54	40	94	0.00001
Herbaspirillum huttiense	863372	S	42	34	76	0.00001
Herbaspirillum hiltneri	341045	S	41	17	58	0.00000
Herbaspirillum sp. WKF16	3028312	S	15	13	28	0.00000
Herbaspirillum sp. meg3	2025949	S	10	2	12	0.00000
Herbaspirillum robiniae	2014887	S	15	13	28	0.00000
Herbaspirillum seropedicae	964	S	11	9	20	0.00000
Janthinobacterium sp. B9-8	1236179	S	41	22	63	0.00000
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	11	5	16	0.00000
Janthinobacterium sp. LM6	1938606	S	11	8	19	0.00000
Janthinobacterium rivuli	2751478	S	42	29	71	0.00001
Janthinobacterium lividum	29581	S	38	100	138	0.00001
Janthinobacterium agaricidamnosum	55508	S	30	17	47	0.00000
Noviherbaspirillum sp. UKPF54	2601898	S	38	12	50	0.00000
Herminiimonas arsenitoxidans	1809410	S	14	2	16	0.00000
Cupriavidus taiwanensis	164546	S	197	422	619	0.00005
Cupriavidus pauculus	82633	S	162	119	281	0.00002
Cupriavidus metallidurans	119219	S	93	54	147	0.00001
Cupriavidus sp. WKF15	3032282	S	45	24	69	0.00001
Cupriavidus sp. P-10	2027911	S	16	19	35	0.00000
Cupriavidus necator	106590	S	84	141	225	0.00002
Cupriavidus pinatubonensis	248026	S	78	29	107	0.00001
Cupriavidus campinensis	151783	S	43	30	73	0.00001
Cupriavidus oxalaticus	96344	S	33	34	67	0.00001
Cupriavidus basilensis	68895	S	23	25	48	0.00000
Cupriavidus gilardii	82541	S	22	24	46	0.00000
Cupriavidus neocaledonicus	1040979	S	13	43	56	0.00000
Burkholderia multivorans	87883	S	132	109	241	0.00002
Burkholderia ubonensis	101571	S	101	105	206	0.00002
Burkholderia seminalis	488731	S	82	99	181	0.00001
Burkholderia cepacia	292	S	47	56	103	0.00001
Burkholderia cenocepacia	95486	S	25	112	137	0.00001
Burkholderia territorii	1503055	S	23	29	52	0.00000
Burkholderia contaminans	488447	S	19	24	43	0.00000
Burkholderia arboris	488730	S	15	13	28	0.00000
Burkholderia ambifaria	152480	S	14	36	50	0.00000
Burkholderia metallica	488729	S	14	16	30	0.00000
Burkholderia anthina	179879	S	12	21	33	0.00000
Burkholderia latens	488446	S	10	7	17	0.00000
Burkholderia sp. FERM BP-3421	1494466	S	43	49	92	0.00001
Burkholderia sp. Bp7605	1740163	S	16	15	31	0.00000
Burkholderia pseudomallei	28450	S	24	122	146	0.00001
Burkholderia thailandensis	57975	S	23	318	341	0.00003
Burkholderia gladioli	28095	S	69	64	133	0.00001
Burkholderia glumae	337	S	26	15	41	0.00000
Burkholderia perseverans	2615214	S	10	11	21	0.00000
Paraburkholderia sp. PGU19	2735434	S	112	62	174	0.00001
Paraburkholderia sp. D15	2880218	S	33	11	44	0.00000
Paraburkholderia sp. SOS3	1926494	S	18	4	22	0.00000
Paraburkholderia tropica	92647	S	147	52	199	0.00001
Paraburkholderia caribensis	75105	S	71	40	111	0.00001
Paraburkholderia aromaticivorans	2026199	S	68	31	99	0.00001
Paraburkholderia graminis	60548	S	58	20	78	0.00001
Paraburkholderia terricola	169427	S	46	19	65	0.00000
Paraburkholderia dioscoreae	2604047	S	40	23	63	0.00000
Paraburkholderia dokdonensis	2211211	S	36	15	51	0.00000
Paraburkholderia acidisoli	2571748	S	34	10	44	0.00000
Paraburkholderia ginsengisoli	311231	S	33	14	47	0.00000
Paraburkholderia megapolitana	420953	S	29	5	34	0.00000
Paraburkholderia terrae	311230	S	26	21	47	0.00000
Paraburkholderia caffeinilytica	1761016	S	26	9	35	0.00000
Paraburkholderia phenoliruptrix	252970	S	26	11	37	0.00000
Paraburkholderia phytofirmans	261302	S	19	8	27	0.00000
Paraburkholderia pallida	2547399	S	19	5	24	0.00000
Paraburkholderia acidiphila	2571747	S	19	5	24	0.00000
Paraburkholderia fungorum	134537	S	18	6	24	0.00000
Paraburkholderia sprentiae	948107	S	14	4	18	0.00000
Paraburkholderia sabiae	273251	S	11	3	14	0.00000
Paraburkholderia bonniea	2152891	S	11	1	12	0.00000
Paraburkholderia atlantica	2654982	S	10	3	13	0.00000
Paraburkholderia xenovorans	36873	S	10	5	15	0.00000
Ralstonia pickettii	329	S	133	65	198	0.00001
Ralstonia insidiosa	190721	S	125	55	180	0.00001
Ralstonia solanacearum	305	S	42	50	92	0.00001
Ralstonia wenshanensis	2842456	S	42	15	57	0.00000
Ralstonia pseudosolanacearum	1310165	S	39	139	178	0.00001
Ralstonia mannitolilytica	105219	S	32	25	57	0.00000
Pandoraea pnomenusa	93220	S	80	53	133	0.00001
Pandoraea sp. XJJ-1	3002643	S	17	97	114	0.00001
Pandoraea fibrosis	1891094	S	65	44	109	0.00001
Pandoraea vervacti	656178	S	57	34	91	0.00001
Pandoraea thiooxydans	445709	S	51	9	60	0.00000
Pandoraea pulmonicola	93221	S	42	20	62	0.00000
Pandoraea norimbergensis	93219	S	11	3	14	0.00000
Pandoraea oxalativorans	573737	S	11	12	23	0.00000
Pandoraea faecigallinarum	656179	S	10	5	15	0.00000
Caballeronia sp. M1242	2814653	S	89	89	178	0.00001
Caballeronia sp. NK8	140098	S	28	110	138	0.00001
Caballeronia sp. SL2Y3	2878151	S	10	8	18	0.00000
Caballeronia zhejiangensis	871203	S	32	14	46	0.00000
Caballeronia grimmiae	1071679	S	19	8	27	0.00000
Polynucleobacter sp. MG-6-Vaara-E2	2576932	S	16	11	27	0.00000
Polynucleobacter sp. JS-JIR-II-b4	1758390	S	12	41	53	0.00000
Polynucleobacter necessarius	576610	S	53	18	71	0.00001
Lautropia mirabilis	47671	S	105	22	127	0.00001
Trinickia violacea	2571746	S	49	16	65	0.00000
Mycetohabitans rhizoxinica	412963	S	43	4	47	0.00000
Variovorax sp. 38R	2774875	S	142	226	368	0.00003
Variovorax sp. WDL1	207745	S	79	76	155	0.00001
Variovorax sp. PBS-H4	434008	S	47	26	73	0.00001
Variovorax sp. PBL-H6	434009	S	36	48	84	0.00001
Variovorax sp. PAMC28562	2762323	S	34	6	40	0.00000
Variovorax sp. HW608	1034889	S	29	10	39	0.00000
Variovorax sp. WS11	1105204	S	22	3	25	0.00000
Variovorax sp. PAMC26660	2762322	S	22	11	33	0.00000
Variovorax sp. PBL-E5	434014	S	20	62	82	0.00001
Variovorax sp. RA8	662548	S	17	14	31	0.00000
Variovorax paradoxus	34073	S	210	164	374	0.00003
Variovorax boronicumulans	436515	S	26	40	66	0.00000
Comamonas kerstersii	225992	S	297	98	395	0.00003
Comamonas sp. Y33R10-2	2853257	S	29	7	36	0.00000
Comamonas sp. B21-038	2918299	S	17	10	27	0.00000
Comamonas sp. NLF-1-9	2853163	S	13	8	21	0.00000
Comamonas sp. ZM22	3046670	S	13	10	23	0.00000
Comamonas fluminis	2796366	S	67	30	97	0.00001
Comamonas aquatica	225991	S	65	44	109	0.00001
Comamonas piscis	1562974	S	49	20	69	0.00001
Comamonas testosteroni	285	S	35	127	162	0.00001
Comamonas serinivorans	1082851	S	33	10	43	0.00000
Comamonas flocculans	2597701	S	28	23	51	0.00000
Comamonas antarctica	2743470	S	26	18	44	0.00000
Comamonas thiooxydans	363952	S	25	83	108	0.00001
Comamonas odontotermitis	379895	S	24	7	31	0.00000
Comamonas terrigena	32013	S	19	8	27	0.00000
Hydrogenophaga sp. NH-16	2184519	S	98	237	335	0.00003
Hydrogenophaga sp. PBC	795665	S	28	34	62	0.00000
Hydrogenophaga sp. SL48	2806347	S	16	9	25	0.00000
Hydrogenophaga sp. RAC07	1842537	S	12	14	26	0.00000
Hydrogenophaga sp. PAMC20947	2565558	S	10	1	11	0.00000
Hydrogenophaga taeniospiralis	65656	S	76	34	110	0.00001
uncultured Hydrogenophaga sp.	199683	S	40	22	62	0.00000
Hydrogenophaga crocea	2716225	S	21	16	37	0.00000
Acidovorax sp. 1608163	2478662	S	51	21	72	0.00001
Acidovorax sp. KKS102	358220	S	41	26	67	0.00001
Acidovorax sp. JMULE5	2518343	S	38	16	54	0.00000
Acidovorax sp. NCPPB 3576	2940488	S	31	41	72	0.00001
Acidovorax sp. T1	1858609	S	30	50	80	0.00001
Acidovorax sp. 5MLIR	2949090	S	22	13	35	0.00000
Acidovorax sp. RAC01	1842533	S	19	10	29	0.00000
Acidovorax temperans	80878	S	24	28	52	0.00000
Acidovorax carolinensis	553814	S	13	17	30	0.00000
Rhodoferax sp. PAMC 29310	2822760	S	18	4	22	0.00000
Rhodoferax sp. AJA081-3	2752316	S	17	6	23	0.00000
Rhodoferax sp. BAB1	2741720	S	13	10	23	0.00000
Rhodoferax saidenbachensis	1484693	S	61	21	82	0.00001
Rhodoferax sediminis	2509614	S	58	24	82	0.00001
Rhodoferax aquaticus	2527691	S	20	3	23	0.00000
Rhodoferax antarcticus	81479	S	13	2	15	0.00000
Rhodoferax ferrireducens	192843	S	12	2	14	0.00000
Ottowia sp. oral taxon 894	1658672	S	153	38	191	0.00001
Ottowia sp. SB7-C50	3081231	S	32	22	54	0.00000
Ottowia testudinis	2816950	S	72	24	96	0.00001
Candidatus Symbiobacter mobilis	1436290	S	239	11	250	0.00002
Polaromonas sp. JS666	296591	S	56	41	97	0.00001
Polaromonas naphthalenivorans	216465	S	58	14	72	0.00001
Polaromonas vacuolata	37448	S	56	3	59	0.00000
Delftia acidovorans	80866	S	59	140	199	0.00001
Delftia tsuruhatensis	180282	S	30	133	163	0.00001
Paracidovorax cattleyae	80868	S	54	76	130	0.00001
Paracidovorax avenae	80867	S	46	212	258	0.00002
Paracidovorax citrulli	80869	S	30	44	74	0.00001
Diaphorobacter sp. HDW4B	2714925	S	30	12	42	0.00000
Diaphorobacter sp. HDW4A	2714924	S	19	12	31	0.00000
Diaphorobacter ruginosibacter	1715720	S	18	10	28	0.00000
Diaphorobacter aerolatus	1288495	S	14	13	27	0.00000
Ramlibacter tataouinensis	94132	S	74	40	114	0.00001
Limnohabitans sp. 63ED37-2	1678128	S	38	7	45	0.00000
Limnohabitans sp. MORI2	1751150	S	15	1	16	0.00000
Simplicispira suum	2109915	S	62	21	83	0.00001
Melaminivora suipulveris	2109913	S	44	38	82	0.00001
Pulveribacter suum	2116657	S	50	42	92	0.00001
Verminephrobacter eiseniae	364317	S	29	7	36	0.00000
Alicycliphilus denitrificans	179636	S	25	48	73	0.00001
Paenacidovorax monticola	1926868	S	12	9	21	0.00000
Hylemonella gracilis	80880	S	11	3	14	0.00000
Achromobacter sp. MFA1 R4	1881016	S	93	82	175	0.00001
Achromobacter sp. AONIH1	1758194	S	31	25	56	0.00000
Achromobacter sp. R39	3047478	S	25	6	31	0.00000
Achromobacter xylosoxidans	85698	S	97	169	266	0.00002
Achromobacter denitrificans	32002	S	67	56	123	0.00001
Achromobacter deleyi	1353891	S	65	98	163	0.00001
Achromobacter spanius	217203	S	21	75	96	0.00001
Achromobacter pestifer	1353889	S	16	23	39	0.00000
Achromobacter insolitus	217204	S	15	10	25	0.00000
Achromobacter ruhlandii	72557	S	11	25	36	0.00000
Achromobacter mucicolens	1389922	S	10	32	42	0.00000
Bordetella sp. N	1746199	S	92	21	113	0.00001
Bordetella sp. H567	1697043	S	27	6	33	0.00000
Bordetella flabilis	463014	S	107	18	125	0.00001
Bordetella genomosp. 8	1416806	S	67	16	83	0.00001
Bordetella genomosp. 9	1416803	S	61	18	79	0.00001
Bordetella genomosp. 13	463040	S	45	22	67	0.00001
Bordetella pseudohinzii	1331258	S	44	25	69	0.00001
Bordetella bronchiseptica	518	S	36	156	192	0.00001
Bordetella trematum	123899	S	21	7	28	0.00000
Bordetella petrii	94624	S	19	16	35	0.00000
Bordetella bronchialis	463025	S	14	3	17	0.00000
Bordetella hinzii	103855	S	12	6	18	0.00000
Alcaligenes faecalis	511	S	38	98	136	0.00001
Alcaligenes ammonioxydans	2582914	S	10	4	14	0.00000
Orrella dioscoreae	1851544	S	118	51	169	0.00001
Orrella marina	2163011	S	27	1	28	0.00000
Paralcaligenes sp. KSB-10	2901142	S	99	8	107	0.00001
Pollutimonas sp. M17	2962065	S	79	18	97	0.00001
Pollutimonas thiosulfatoxidans	2028345	S	12	5	17	0.00000
Pigmentiphaga sp. H8	2488560	S	61	15	76	0.00001
Pigmentiphaga aceris	1940612	S	28	4	32	0.00000
Neopusillimonas aromaticivorans	2979868	S	79	23	102	0.00001
Castellaniella defragrans	75697	S	53	21	74	0.00001
Pusillimonas sp. T7-7	1007105	S	20	2	22	0.00000
Pusillimonas sp. DMV24BSW_D	2716226	S	16	1	17	0.00000
Advenella alkanexedens	1481665	S	15	1	16	0.00000
Advenella mimigardefordensis	302406	S	11	0	11	0.00000
Kerstersia gyiorum	206506	S	11	2	13	0.00000
Roseateles sp. DAIF2	2714952	S	73	46	119	0.00001
Roseateles sp. SL47	2995138	S	39	17	56	0.00000
Roseateles sp. XES5	2877940	S	34	7	41	0.00000
Paucibacter sp. S2-9	3019553	S	33	20	53	0.00000
Mitsuaria sp. 7	1658665	S	32	13	45	0.00000
Paucibacter sp. KCTC 42545	1768242	S	28	9	37	0.00000
uncultured Roseateles sp.	452440	S	80	32	112	0.00001
Roseateles depolymerans	76731	S	50	30	80	0.00001
Paucibacter aquatile	2070761	S	29	12	41	0.00000
Roseateles amylovorans	2978473	S	28	11	39	0.00000
Piscinibacter gummiphilus	946333	S	79	35	114	0.00001
Piscinibacter sp. XHJ-5	3037797	S	71	25	96	0.00001
Sphaerotilus sp. FB-5	2914710	S	93	47	140	0.00001
Sphaerotilus sulfidivorans	639200	S	17	10	27	0.00000
Caldimonas brevitalea	413882	S	35	12	47	0.00000
Schlegelella aquatica	376175	S	34	23	57	0.00000
Caldimonas thermodepolymerans	215580	S	28	29	57	0.00000
Ideonella dechloratans	36863	S	41	44	85	0.00001
Leptothrix cholodnii	34029	S	40	23	63	0.00000
Aquincola tertiaricarbonis	391953	S	26	14	40	0.00000
