name	SRR8146935	SRR8146936	SRR8146938	SRR8146963	SRR8146968	SRR8146973
Enterobacter huaxiensis	0	0	0	0	0	0
Cronobacter sakazakii	1e-5	0	1e-5	1e-5	0	1e-5
Cronobacter dublinensis	0	0	0	0	0	0
Cronobacter condimenti	0	0	0	0	0	0
Kosakonia sacchari	1e-5	0	0	0	0	0
Kosakonia sp. CCTCC M2018092	0	0	0	0	0	0
Kosakonia sp. MUSA4	0	0	0	0	0	0
Kosakonia sp. SMBL-WEM22	0	0	0	0	0	0
Kosakonia cowanii	0	0	0	0	0	0
Kosakonia radicincitans	0	0	0	0	0	0
Pseudocitrobacter corydidari	1e-5	0	0	0	0	0
Leclercia adecarboxylata	1e-5	0	1e-5	0	0	0
Salmonella enterica	9e-5	2.7e-4	2.8e-4	7e-5	9e-5	1.1e-4
Salmonella bongori	0	0	2e-5	0	0	0
Cedecea neteri	0	0	1e-5	1e-5	0	1e-5
Cedecea lapagei	0	0	0	0	0	0
Pseudescherichia vulneris	0	0	0	0	0	0
Pluralibacter gergoviae	0	0	0	0	0	1e-5
[Enterobacter] lignolyticus	0	0	0	0	0	0
Scandinavium goeteborgense	0	0	0	0	0	1e-5
Buttiauxella agrestis	0	0	0	0	0	0
Kluyvera cryocrescens	0	0	0	0	0	0
Kluyvera intermedia	0	0	0	0	0	0
Lelliottia amnigena	0	0	0	0	0	0
Symbiopectobacterium purcellii	0	0	0	0	0	0
Atlantibacter subterranea	0	3e-5	0	0	0	0
Atlantibacter hermannii	0	0	0	0	0	0
Plesiomonas shigelloides	0	0	0	0	0	0
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	0	0	0	0	0	0
Phytobacter diazotrophicus	0	0	0	0	0	0
Trabulsiella odontotermitis	0	0	0	0	0	0
Siccibacter colletis	0	0	0	0	0	0
Serratia sp. ATCC 39006	4e-5	0	0	0	0	1e-5
Serratia inhibens	2e-5	0	0	0	0	0
Serratia marcescens	3e-5	3e-5	1e-5	0	1e-5	2e-5
Serratia rhizosphaerae	0	0	0	0	0	0
Serratia plymuthica	0	0	0	0	0	0
Serratia fonticola	0	0	0	0	0	0
Rahnella aceris	1e-5	0	0	0	0	0
Chimaeribacter arupi	1e-5	0	1e-5	1e-5	0	0
Nissabacter sp. SGAir0207	1e-5	0	0	0	0	0
Yersinia rohdei	0	0	0	0	0	0
Yersinia mollaretii	0	0	0	0	0	0
Yersinia ruckeri	0	0	0	0	0	0
Gibbsiella quercinecans	0	0	0	0	0	0
Ewingella americana	0	0	0	0	0	0
Pantoea agglomerans	5e-5	0	1e-5	0	0	1e-5
Pantoea sp. Z09	1e-5	0	0	0	0	0
Pantoea sp. CCBC3-3-1	0	0	0	0	0	0
Pantoea sp. SO10	0	0	1e-5	0	0	0
Pantoea sp. Lij88	0	0	0	0	0	0
Pantoea piersonii	1e-5	0	0	0	0	0
Pantoea ananatis	0	0	0	0	0	0
Pantoea phytobeneficialis	0	0	0	0	0	0
Pantoea dispersa	0	0	0	0	0	0
Pantoea vagans	0	0	0	0	0	1e-5
Pantoea stewartii	0	0	0	0	0	0
Pantoea cypripedii	0	0	0	0	0	0
Erwinia sp. E602	0	0	0	0	0	0
Erwinia sp. DE2	0	0	0	0	0	0
Erwinia rhapontici	0	0	0	0	0	0
Erwinia amylovora	0	0	0	0	0	0
Erwinia persicina	0	0	0	0	0	0
Candidatus Erwinia haradaeae	0	0	0	0	0	0
Buchnera aphidicola	1e-5	0	1e-5	1e-5	0	0
Duffyella gerundensis	0	0	0	0	0	0
Tatumella ptyseos	0	0	0	0	0	0
Mixta calida	0	0	0	0	0	0
Pectobacterium parmentieri	1e-5	0	0	0	0	1e-5
Dickeya fangzhongdai	1e-5	0	0	0	1e-5	0
Dickeya dadantii	0	1e-5	0	0	0	0
Musicola paradisiaca	0	0	1e-5	0	0	0
Brenneria goodwinii	0	0	0	0	0	0
Providencia sp. R33	0	0	0	0	0	0
Providencia stuartii	0	0	0	0	0	0
Morganella morganii	1e-5	2e-5	1e-5	0	0	0
Hafnia paralvei	1e-5	0	1e-5	0	0	0
Hafnia alvei	0	0	0	0	1e-5	0
Edwardsiella piscicida	0	0	0	0	0	1e-5
Edwardsiella ictaluri	0	0	0	0	0	0
Pseudomonas sp. R2-37-08W	2e-5	0	1e-5	2e-5	2e-5	1e-5
Pseudomonas sp. gcc21	0	0	0	0	0	1e-5
Pseudomonas sp. SL4(2022)	0	0	0	0	0	0
Pseudomonas sp. BT-42-2	0	0	0	1e-5	0	0
Pseudomonas sp. ABC1	0	0	0	0	0	0
Pseudomonas sp. StFLB209	0	0	1e-5	0	0	0
Pseudomonas sp. ADAK13	0	0	0	0	0	0
Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001	0	0	0	0	0	0
Pseudomonas sp. MTM4	0	0	0	0	0	0
Pseudomonas sp. Pc102	0	0	0	0	0	0
Pseudomonas sp. B21-012	0	0	0	0	0	0
Pseudomonas sp. TUM22785	0	0	0	0	0	0
Pseudomonas sp. PIA16	0	0	0	0	0	0
Pseudomonas sp. FP597	0	0	0	0	0	0
Pseudomonas sp. M30-35	0	0	0	0	0	0
Pseudomonas sp. CC6-YY-74	0	0	0	0	0	0
Pseudomonas sp. P8_241	0	0	0	0	0	0
Pseudomonas sp. HN11	0	0	0	0	0	0
Pseudomonas sp. N3-W	0	0	0	0	0	0
Pseudomonas sp. 2hn	0	0	0	0	0	0
Pseudomonas sp. AN-1	0	0	0	0	1e-5	1e-5
Pseudomonas sp. NS1(2017)	0	0	0	0	0	0
Pseudomonas sp. DY-1	0	0	0	0	0	0
Pseudomonas sp. ZM23	0	0	0	0	0	0
Pseudomonas sp. MPDS	0	0	1e-5	0	0	0
Pseudomonas sp. FP2335	0	0	0	0	0	0
Pseudomonas tolaasii	1e-5	1e-5	1e-5	3e-5	1e-5	1e-5
Pseudomonas orientalis	1e-5	0	1e-5	0	0	1e-5
Pseudomonas rhodesiae	1e-5	0	0	0	0	0
Pseudomonas fluorescens	1e-5	1e-5	1e-5	1e-5	0	1e-5
Pseudomonas brenneri	0	0	0	0	0	0
Pseudomonas marginalis	0	0	0	0	0	0
Pseudomonas putida	3e-5	3e-5	6e-5	1e-5	3e-5	5e-5
Pseudomonas fulva	0	0	0	0	0	0
Pseudomonas oryzihabitans	0	0	0	0	0	0
Pseudomonas plecoglossicida	0	0	0	0	0	0
Pseudomonas wadenswilerensis	0	0	0	0	0	0
Pseudomonas aeruginosa	3e-5	3e-5	4e-5	1e-5	1e-5	4e-5
Pseudomonas citronellolis	0	0	1e-5	0	0	1e-5
Pseudomonas mendocina	0	0	1e-5	0	0	1e-5
Pseudomonas oleovorans	0	0	0	0	0	0
Pseudomonas coronafaciens	1e-5	0	0	0	0	0
Pseudomonas syringae	0	0	2e-5	0	0	1e-5
Pseudomonas cichorii	0	0	0	0	0	0
Pseudomonas atacamensis	2e-5	0	0	1e-5	2e-5	1e-5
Pseudomonas donghuensis	3e-5	0	1e-5	0	0	0
Pseudomonas yamanorum	1e-5	0	1e-5	0	0	0
Pseudomonas chlororaphis	0	1e-5	0	0	0	1e-5
Pseudomonas fragi	0	0	0	0	0	0
Pseudomonas lundensis	0	0	0	0	0	0
Pseudomonas benzenivorans	0	0	0	0	0	0
Pseudomonas sediminis	0	0	0	0	0	0
Pseudomonas coleopterorum	0	0	1e-5	0	0	0
Pseudomonas canadensis	0	0	0	0	0	0
Pseudomonas juntendi	1e-5	0	0	0	0	0
Pseudomonas otitidis	0	0	0	0	0	0
Pseudomonas palleroniana	0	0	0	0	0	0
Pseudomonas wenzhouensis	0	0	0	0	0	0
Pseudomonas psychrotolerans	0	1e-5	0	0	0	0
Pseudomonas marincola	0	0	0	0	0	0
Pseudomonas knackmussii	0	0	0	0	0	0
Pseudomonas lalkuanensis	0	0	0	0	0	0
Pseudomonas entomophila	0	0	1e-5	0	0	0
Pseudomonas versuta	0	0	0	0	0	0
Pseudomonas chengduensis	0	0	0	0	1e-5	0
Pseudomonas graminis	0	0	0	0	0	0
Pseudomonas guangdongensis	0	0	0	0	0	0
Pseudomonas laurylsulfatiphila	0	0	0	0	0	0
Pseudomonas cavernae	0	0	0	0	0	0
Pseudomonas oryzae	0	0	0	0	0	0
Pseudomonas tohonis	0	0	0	0	0	0
Pseudomonas asiatica	0	1e-5	0	0	0	0
Pseudomonas umsongensis	0	0	0	0	0	0
Pseudomonas pohangensis	0	0	0	0	0	1e-5
Stutzerimonas stutzeri	1e-5	1e-5	2e-5	1e-5	1e-5	1e-5
Stutzerimonas kunmingensis	1e-5	0	1e-5	0	0	0
Stutzerimonas balearica	0	0	0	0	0	0
Stutzerimonas zhaodongensis	0	0	0	0	0	0
Stutzerimonas sp. R40042	1e-5	0	0	0	0	0
Halopseudomonas xinjiangensis	1e-5	0	0	0	0	0
Halopseudomonas litoralis	0	0	1e-5	0	0	1e-5
Halopseudomonas salegens	0	1e-5	0	0	0	0
Halopseudomonas sp. SMJS2	0	0	0	0	0	1e-5
Halopseudomonas phragmitis	0	0	0	0	0	0
Entomomonas sp. E2T0	0	0	0	0	0	0
Azotobacter chroococcum	0	0	1e-5	0	0	0
Permianibacter aggregans	0	0	0	0	0	0
Marinobacter sp. LV10R510-11A	2e-5	0	0	1e-5	0	1e-5
Marinobacter sp. Arc7-DN-1	0	0	0	0	0	0
Marinobacter sp. JH2	0	0	0	0	0	0
Marinobacter nauticus	1e-5	0	0	0	1e-5	1e-5
Marinobacter salinus	0	0	0	0	0	0
Marinobacter adhaerens	0	0	0	0	0	0
Pseudohongiella spirulinae	0	0	0	0	0	0
Xanthomonas euvesicatoria	0.00399	0.00346	0.00542	0.00586	0.00209	0.00472
Xanthomonas translucens	1e-5	0	0	1e-5	1e-5	1e-5
Xanthomonas sp. DM-2023	0	0	0	0	0	0
Xanthomonas cucurbitae	0	0	0	0	0	0
Xanthomonas campestris	0	0	1e-5	0	0	1e-5
Stenotrophomonas maltophilia	2e-5	0	3e-5	1e-5	1e-5	3e-5
Stenotrophomonas sp. ESTM1D_MKCIP4_1	0	0	0	0	0	0
Stenotrophomonas sp. 24(2023)	0	0	0	0	0	0
Stenotrophomonas sp. 610A2	0	0	0	0	0	0
Stenotrophomonas acidaminiphila	1e-5	0	0	0	0	0
Stenotrophomonas rhizophila	0	0	0	0	0	0
Pseudoxanthomonas sp. SL93	2e-5	0	3e-5	0	0	1e-5
Pseudoxanthomonas sp. SE1	0	0	0	0	0	0
Pseudoxanthomonas mexicana	0	2e-5	0	0	0	0
Pseudoxanthomonas suwonensis	0	0	0	0	0	0
Lysobacter sp. CW239	0	0	0	0	0	0
Lysobacter sp. KIS68-7	0	0	0	0	0	1e-5
Lysobacter sp. S4-A87	0	0	0	0	0	0
Lysobacter sp. CJ11	0	0	0	0	0	0
Lysobacter sp. TY2-98	0	1e-5	0	0	0	0
Lysobacter sp. HDW10	0	0	0	0	0	0
Lysobacter soli	0	0	0	0	0	0
Lysobacter auxotrophicus	0	0	0	0	0	0
Lysobacter capsici	0	0	1e-5	0	0	1e-5
Lysobacter alkalisoli	0	0	0	0	0	0
Lysobacter lycopersici	0	0	0	0	0	0
Lysobacter enzymogenes	0	0	0	0	1e-5	1e-5
Thermomonas sp. XSG	1e-5	0	1e-5	0	0	0
Thermomonas sp. HDW16	0	0	0	0	0	0
Thermomonas brevis	0	0	0	0	0	1e-5
Luteimonas sp. MC1572	0	0	0	0	0	0
Luteimonas sp. JM171	0	0	0	0	0	1e-5
Luteimonas sp. S4-F44	0	0	0	0	0	0
Pseudolysobacter antarcticus	0	0	0	0	0	1e-5
Luteibacter aegosomaticola	2e-5	0	0	1e-5	2e-5	1e-5
Luteibacter anthropi	0	0	0	0	0	0
Dyella sp. M7H15-1	0	0	0	0	0	0
Dyella telluris	0	0	0	0	0	0
Dyella japonica	0	0	0	0	0	0
Dyella caseinilytica	0	0	0	0	0	0
Dyella terrae	0	0	0	0	0	0
Dyella thiooxydans	0	0	1e-5	0	0	1e-5
Rhodanobacter sp. AS-Z3	1e-5	0	0	0	0	0
Rhodanobacter sp. FDAARGOS 1247	0	0	0	0	0	0
Rhodanobacter glycinis	0	0	0	0	0	0
Rhodanobacter denitrificans	0	0	0	0	0	0
Dokdonella koreensis	0	0	0	0	0	0
Frateuria aurantia	0	0	0	0	0	0
Tahibacter amnicola	0	0	0	0	0	0
Halomonas sp. 3H	1e-5	0	0	0	1e-5	1e-5
Halomonas sp. JS92-SW72	1e-5	0	0	0	0	0
Halomonas sp. Y3	0	0	0	0	1e-5	0
Halomonas sp. TD01	0	0	0	0	0	0
Halomonas sp. M4R1S46	0	0	0	0	0	0
Halomonas sp. 7T	0	0	0	0	0	1e-5
Halomonas sp. R57-5	0	0	0	1e-5	0	0
Halomonas sp. A40-4	0	0	0	0	0	0
Halomonas sp. I5-271120	0	0	1e-5	0	0	0
Halomonas sp. HG01	0	0	0	0	0	0
Halomonas meridiana	1e-5	0	0	0	1e-5	0
Halomonas aestuarii	0	0	2e-5	0	0	0
Halomonas piscis	0	2e-5	0	0	0	0
Halomonas tianxiuensis	0	0	0	0	0	0
Halomonas subglaciescola	0	0	0	0	0	0
Halomonas elongata	0	0	0	0	0	0
Halomonas beimenensis	0	0	1e-5	0	0	1e-5
Salinicola sp. LHM	1e-5	0	0	0	0	0
Salinicola sp. JS01	0	0	0	0	1e-5	1e-5
Salinicola endophyticus	0	0	0	0	0	0
Kushneria marisflavi	1e-5	0	0	0	0	0
Cobetia sp. L2A1	0	0	0	0	0	0
Pistricoccus aurantiacus	0	0	0	0	0	1e-5
Chromohalobacter canadensis	0	0	0	0	0	0
Halotalea alkalilenta	0	0	0	0	0	1e-5
Marinobacterium rhizophilum	1e-5	0	0	0	0	0
Thalassolituus hydrocarboniclasticus	0	0	0	0	0	0
Thalassolituus oleivorans	0	0	0	0	0	0
Marinomonas foliarum	0	0	0	0	0	0
Aliamphritea hakodatensis	0	0	0	0	0	0
Aliamphritea ceti	0	0	0	1e-5	0	0
Bacterioplanes sanyensis	0	0	0	0	0	0
Neptunomonas phycophila	0	0	0	0	0	0
Venatoribacter cucullus	0	0	0	0	0	0
Endozoicomonas sp. 8E	0	0	0	0	0	0
Endozoicomonas montiporae	0	0	0	0	0	0
Alcanivorax sp.	0	1e-5	1e-5	0	0	1e-5
Reinekea forsetii	0	0	0	0	0	0
Saccharospirillum mangrovi	0	0	0	0	0	0
Oleiphilus messinensis	0	0	0	0	0	0
Haemophilus parainfluenzae	9e-5	2e-5	1.8e-4	4e-5	0	9e-5
Haemophilus influenzae	0	0	0	0	0	0
Gallibacterium salpingitidis	1e-5	0	2e-5	0	0	1e-5
Aggregatibacter actinomycetemcomitans	0	0	0	0	0	0
Aggregatibacter sp. oral taxon 513	0	0	0	0	0	0
Aggregatibacter sp. 2125159857	0	0	0	0	0	0
Aggregatibacter segnis	0	0	0	0	0	0
Avibacterium volantium	0	0	0	0	0	0
Histophilus somni	0	0	1e-5	0	0	0
Aeromonas salmonicida	2e-5	0	3e-5	1e-5	0	1.6e-4
Aeromonas sp. XH	1e-5	0	0	0	0	0
Aeromonas sp. FDAARGOS 1415	0	0	0	0	0	0
Aeromonas dhakensis	1e-5	0	1e-5	0	0	0
Aeromonas media	1e-5	0	0	0	0	0
Aeromonas jandaei	1e-5	0	1e-5	0	0	0
Aeromonas veronii	1e-5	0	2e-5	1e-5	0	1e-5
Aeromonas encheleia	0	0	0	0	0	0
Aeromonas enteropelogenes	0	0	1e-5	0	0	1e-5
Aeromonas hydrophila	0	1e-5	2e-5	0	0	1e-5
Aeromonas rivuli	0	0	0	0	0	0
Oceanimonas pelagia	1e-5	0	0	0	0	0
Oceanimonas sp. GK1	0	0	0	0	0	0
uncultured Tolumonas sp.	0	0	1e-5	0	0	0
Oceanisphaera sp. IT1-181	0	0	0	0	0	0
Dongshaea marina	0	0	0	0	0	0
Zobellella denitrificans	0	0	0	0	0	0
Succinivibrio dextrinosolvens	0	0	0	0	0	0
Acinetobacter seifertii	3e-5	0	3e-5	1e-5	0	1e-5
Acinetobacter pittii	0	0	0	0	0	0
Acinetobacter sp. Marseille-Q1620	0	0	0	0	0	0
Acinetobacter sp. 10FS3-1	0	0	0	0	0	0
Acinetobacter lwoffii	1e-5	1e-5	0	0	0	0
Acinetobacter haemolyticus	0	0	0	0	0	0
Acinetobacter johnsonii	0	0	0	0	0	0
Acinetobacter indicus	0	0	0	0	0	0
Psychrobacter sp. M13	1e-5	0	0	0	0	0
Psychrobacter arenosus	0	0	0	0	0	0
Psychrobacter urativorans	1e-5	0	0	0	0	0
Moraxella osloensis	1e-5	2e-5	1e-5	2e-5	0	0
Moraxella nasicaprae	0	0	0	0	0	0
Moraxella bovoculi	0	0	1e-5	0	0	0
Shewanella cyperi	1e-5	0	0	0	1e-5	0
Shewanella sp. SNU WT4	0	0	0	0	0	0
Shewanella algae	0	0	0	0	0	0
Shewanella psychromarinicola	0	0	0	0	0	0
Shewanella halotolerans	0	0	0	0	0	0
Shewanella rhizosphaerae	0	0	1e-5	0	0	1e-5
Shewanella denitrificans	0	0	0	0	0	0
Shewanella khirikhana	0	0	0	0	0	0
Shewanella donghaensis	0	0	0	0	0	0
Shewanella sediminis	0	0	0	0	0	0
Shewanella putrefaciens	0	0	0	0	0	0
Shewanella glacialimarina	0	0	0	0	0	0
Shewanella yunxiaonensis	0	0	0	0	0	0
Shewanella benthica	0	0	0	0	0	0
Pseudoalteromonas viridis	0	0	0	0	0	0
Pseudoalteromonas piscicida	0	0	0	0	0	0
Pseudoalteromonas ruthenica	0	0	0	0	0	0
Pseudoalteromonas ulvae	0	0	0	0	0	0
Pseudoalteromonas xiamenensis	0	0	0	0	0	0
Pseudoalteromonas tunicata	0	0	0	0	0	0
Psychrosphaera aestuarii	0	0	0	0	0	0
Alteromonas sp. RKMC-009	0	0	0	0	0	0
Alteromonas pelagimontana	0	0	0	0	0	0
Alteromonas macleodii	0	1e-5	0	0	0	0
Catenovulum sp. TS8	0	0	0	0	0	0
Catenovulum sediminis	0	0	1e-5	1e-5	0	0
Alkalimarinus alittae	0	0	0	0	0	0
Saliniradius amylolyticus	0	0	1e-5	0	0	2e-5
Ferrimonas balearica	1e-5	0	0	0	0	1e-5
Ferrimonas sp. SCSIO 43195	0	0	0	0	0	0
Ferrimonas sp. YFM	0	0	0	0	0	0
Thalassotalea agarivorans	0	0	0	0	0	0
Thalassomonas haliotis	0	0	0	0	0	0
Colwellia sp. M166	0	0	0	0	0	0
Idiomarina loihiensis	0	0	0	0	0	0
Psychromonas ingrahamii	0	0	0	0	0	0
Vibrio campbellii	2e-5	0	1e-5	1e-5	1e-5	2e-5
Vibrio parahaemolyticus	0	1e-5	1e-5	0	0	0
Vibrio azureus	0	0	0	0	0	0
Vibrio sp. SCSIO 43135	0	0	0	0	0	0
Vibrio sp. SCSIO 43137	0	0	0	0	0	0
Vibrio sp. J383	0	0	0	0	0	0
Vibrio penaeicida	0	0	0	0	0	0
Vibrio scophthalmi	0	0	0	0	0	0
Vibrio splendidus	0	0	0	0	0	0
Vibrio chagasii	0	0	0	0	0	0
Vibrio furnissii	0	0	0	0	0	0
Vibrio quintilis	0	0	0	0	0	0
Vibrio mimicus	0	0	0	0	0	0
Vibrio astriarenae	0	0	0	0	0	0
Vibrio rhizosphaerae	0	0	0	0	0	0
Vibrio gazogenes	0	0	0	0	0	0
Vibrio tapetis	0	0	0	0	0	0
Vibrio mangrovi	0	0	0	0	0	0
Vibrio cincinnatiensis	0	0	0	0	0	0
Vibrio ruber	0	0	0	0	0	0
Vibrio aestuarianus	0	0	0	0	0	0
Vibrio zhugei	0	0	0	0	0	0
Vibrio cholerae	0	1e-5	1e-5	0	0	0
Vibrio aerogenes	0	0	0	0	0	0
Photobacterium damselae	0	0	0	0	0	0
Photobacterium profundum	0	0	0	0	0	0
Photobacterium atrarenae	0	0	0	0	0	0
Photobacterium leiognathi	0	0	0	0	0	1e-5
Photobacterium phosphoreum	0	0	0	0	0	0
Salinivibrio kushneri	0	0	0	0	0	0
Aliivibrio fischeri	0	0	0	0	0	0
Candidatus Enterovibrio luxaltus	0	0	0	0	0	0
Grimontia hollisae	0	0	0	0	0	0
Spiribacter salinus	1e-5	0	0	0	1e-5	0
Spiribacter halobius	0	0	0	0	0	0
Thioalkalivibrio sp. K90mix	0	0	0	1e-5	0	0
Thioalkalivibrio versutus	0	0	0	0	0	0
Alkalilimnicola ehrlichii	0	0	0	0	0	0
Acidihalobacter yilgarnensis	0	2e-5	0	0	0	1e-5
Ectothiorhodospira sp. BSL-9	0	0	0	0	0	1e-5
Ectothiorhodosinus mongolicus	0	0	0	0	0	0
Aquisalimonas sp. 2447	0	0	0	0	0	0
Thioflavicoccus mobilis	1e-5	0	0	0	0	0
Thiocapsa sp.	0	0	0	0	0	0
Thiocapsa bogorovii	0	0	0	0	0	0
Thiocystis violascens	0	0	0	0	0	0
Allochromatium vinosum	0	0	0	0	0	0
Allochromatium tepidum	0	0	0	0	1e-5	0
Thermochromatium tepidum	0	0	1e-5	0	0	1e-5
Candidatus Thiodictyon syntrophicum	0	0	0	0	0	0
Thiolapillus brandeum	0	0	0	0	0	0
Candidatus Thiodiazotropha sp. CDECU1	0	0	0	0	0	0
Wenzhouxiangella marina	0	0	0	0	0	0
Sulfuriflexus mobilis	0	0	0	0	0	0
Halothiobacillus neapolitanus	0	0	0	0	0	0
Guyparkeria halophila	0	0	1e-5	0	0	1e-5
Methylomonas sp. LL1	0	0	0	0	1e-5	0
Methylomonas koyamae	1e-5	0	1e-5	1e-5	0	1e-5
Methylomonas denitrificans	0	0	0	0	0	0
Methylococcus sp. Mc7	0	0	0	0	0	0
Methylococcus mesophilus	0	0	0	0	0	0
Methylococcus geothermalis	0	0	0	0	1e-5	0
Methylocaldum szegediense	1e-5	0	0	0	0	0
Methylobacter sp. YRD-M1	0	0	0	0	0	0
Candidatus Methylospira mobilis	0	0	0	0	0	0
Methylomagnum ishizawai	0	0	0	0	0	0
Methylogaea oryzae	0	0	0	0	0	0
Methylovulum psychrotolerans	0	0	0	0	0	0
Microbulbifer sp. A4B17	0	0	0	0	0	1e-5
Microbulbifer sp. MI-G	0	0	0	0	0	1e-5
Microbulbifer sp. MLAF003	0	0	0	0	0	0
Microbulbifer sp. SH-1	0	0	0	0	1e-5	0
Microbulbifer pacificus	0	0	0	0	0	0
Microbulbifer variabilis	0	0	0	0	0	0
Microbulbifer elongatus	0	0	0	0	0	1e-5
Cellvibrio sp. KY-GH-1	0	0	0	0	0	0
Cellvibrio sp. PSBB006	0	0	0	0	0	0
Cellvibrio japonicus	0	0	0	0	0	0
Teredinibacter sp. KSP-S5-2	0	0	0	0	0	0
Simiduia sp. 21SJ11W-1	0	0	0	0	0	0
Kineobactrum salinum	0	0	1e-5	0	0	1e-5
Halioglobus japonicus	0	0	0	0	0	0
Spongiibacter nanhainus	0	0	0	0	0	0
Zhongshania aliphaticivorans	0	0	0	0	0	0
Thiomicrorhabdus aquaedulcis	1e-5	0	0	0	0	0
Thiomicrorhabdus xiamenensis	0	0	0	0	0	0
Thiomicrorhabdus sp.	0	0	1e-5	0	0	0
Thiomicrorhabdus lithotrophica	0	0	0	0	0	0
Thiomicrorhabdus immobilis	0	0	0	0	0	0
Thiothrix litoralis	1e-5	0	1e-5	0	1e-5	1e-5
Thiothrix lacustris	0	0	0	0	0	0
Thiothrix winogradskyi	0	0	0	0	0	0
Thiothrix unzii	0	0	0	0	0	0
Acidiferrobacter thiooxydans	1e-5	0	0	0	0	0
Acidiferrobacter sp. SPIII_3	0	0	0	0	0	0
Sulfurifustis variabilis	1e-5	0	0	0	1e-5	0
Candidatus Coxiella mudrowiae	1e-5	0	0	0	0	1e-5
Rickettsiella endosymbiont of Dermanyssus gallinae	0	0	0	0	1e-5	0
Coxiella-like endosymbiont	0	0	0	0	0	0
Legionella oakridgensis	0	0	0	0	0	0
Legionella pneumophila	0	0	0	0	0	0
Legionella jordanis	0	0	0	0	0	0
Cardiobacterium hominis	1e-5	0	1e-5	1e-5	0	1e-5
Cardiobacterium sp. Marseille-Q4385	0	1e-5	0	0	0	0
Wohlfahrtiimonas chitiniclastica	0	0	0	0	0	0
Sulfurivermis fontis	1e-5	0	0	0	0	0
Thiohalobacter sp. COW1	0	0	0	0	0	0
Thiohalobacter sp. IOR34	0	0	1e-5	0	0	0
Kangiella profundi	0	0	0	0	0	0
Kangiella sediminilitoris	0	0	0	0	0	0
Solimonas sp. K1W22B-7	0	0	0	0	0	1e-5
Flagellatimonas centrodinii	0	0	1e-5	0	0	1e-5
Sedimenticola thiotaurini	0	0	0	0	0	0
Gilliamella apis	0	0	0	0	0	0
Immundisolibacter cernigliae	0	0	0	0	1e-5	0
Steroidobacter denitrificans	0	0	0	0	0	0
Salinisphaera sp. LB1	0	0	0	0	0	0
endosymbiont of unidentified scaly snail isolate Monju	0	0	0	0	0	0
Bradyrhizobium sp. CCBAU 53421	8e-5	1e-5	0	0	0	1e-5
Bradyrhizobium sp. Ash2021	1e-5	2e-5	1e-5	0	0	0
Bradyrhizobium sp. 186	1e-5	0	1e-5	0	0	1e-5
Bradyrhizobium sp. NP1	1e-5	0	0	0	1e-5	0
Bradyrhizobium sp. CB1024	1e-5	0	1e-5	0	0	0
Bradyrhizobium sp. NDS-1	1e-5	0	0	0	0	0
Bradyrhizobium sp. CCBAU 51753	0	0	0	0	0	1e-5
Bradyrhizobium sp. 1(2017)	0	0	1e-5	0	0	0
Bradyrhizobium sp. CIAT3101	0	0	1e-5	0	0	0
Bradyrhizobium sp. BTAi1	0	0	1e-5	0	0	0
Bradyrhizobium sp. 172	4e-5	0	0	0	0	0
Bradyrhizobium sp. 195	0	0	0	0	0	0
Bradyrhizobium sp. sBnM-33	0	0	0	0	0	0
Bradyrhizobium sp. A19	0	0	0	0	0	0
Bradyrhizobium diazoefficiens	1e-5	0	3e-5	1e-5	2e-5	2e-5
Bradyrhizobium cosmicum	1e-5	1e-5	0	0	0	0
Bradyrhizobium quebecense	1e-5	0	0	1e-5	0	0
Bradyrhizobium symbiodeficiens	1e-5	0	1e-5	1e-5	0	1e-5
Bradyrhizobium commune	0	0	0	0	0	0
Bradyrhizobium guangdongense	0	0	0	0	0	0
Bradyrhizobium daqingense	0	0	0	1e-5	0	0
Bradyrhizobium icense	0	0	0	0	0	0
Bradyrhizobium prioritasuperba	0	0	0	0	0	0
Bradyrhizobium erythrophlei	0	0	1e-5	0	1e-5	0
Bradyrhizobium septentrionale	0	0	0	0	0	0
Bradyrhizobium sediminis	0	1e-5	1e-5	0	0	1e-5
Bradyrhizobium oligotrophicum	0	0	0	0	0	0
Bradyrhizobium japonicum	0	0	0	0	0	0
Bradyrhizobium betae	0	0	0	0	0	0
Bradyrhizobium lablabi	0	0	0	1e-5	0	0
Bradyrhizobium guangzhouense	0	0	0	0	0	0
Rhodopseudomonas palustris	1e-5	0	2e-5	0	0	2e-5
Rhodopseudomonas sp. BAL398	0	1e-5	0	0	0	0
Tardiphaga sp. 709	1e-5	0	0	0	0	1e-5
Variibacter gotjawalensis	0	0	0	0	0	1e-5
Rhizobium sp. ACO-34A	1e-5	0	0	0	0	0
Rhizobium sp. BT03	1e-5	0	0	0	0	0
Rhizobium sp. CB3090	0	0	0	0	0	0
Rhizobium sp. NLR16a	0	0	0	0	0	0
Rhizobium sp. K102	0	0	0	0	1e-5	1e-5
Rhizobium sp. TH2	0	0	0	0	0	0
Rhizobium sp. CSC1952	0	0	0	0	0	0
Rhizobium sp. SL42	0	0	0	0	0	0
Rhizobium sp. CC-CFT758	0	0	0	0	0	0
Rhizobium sp. 11515TR	0	0	0	0	0	0
Rhizobium leguminosarum	3e-5	1e-5	4e-5	1e-5	2e-5	5e-5
